,place_id,name,main_category,categories,phone,address,address_ward,address_street,address_city,address_postal_code,address_state,address_country_code
1653,ChIJl4xC8TSIoDER4lN7H9eBuzw,Quán Ăn Ngọc Khánh,Nhà hàng,Nhà hàng,,"2Q77+P37 Quán Ăn Ngọc Khánh, Đ. Trần Hoàng Na, Hưng Lợi, Ninh Kiều, Cần Thơ, Việt Nam","Hưng Lợi, Ninh Kiều","2Q77+P37, Đ. Trần Hoàng Na",Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1654,ChIJPZscs_aJoDERtefEl4ToFzU,Quán cơm A Thái,Nhà hàng cơm,Nhà hàng cơm,+84 766 334 433,"Quán cơm A Thái, 29 Đ. Hoàng Quốc Việt, An Bình, Ninh Kiều, Cần Thơ, Việt Nam","An Bình, Ninh Kiều",29 Đ. Hoàng Quốc Việt,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1656,ChIJt40Cq9CJoDER8-j8VoLQJM8,Quán ăn Như,Quán ăn nhẹ,"Quán ăn nhẹ, Nhà hàng",+84 898 497 063,"Quán ăn Như, 187A/5 kv8, Nguyễn Văn Trường, An Bình, Ninh Kiều, Cần Thơ 94000, Việt Nam","An Bình, Ninh Kiều","187A/5 kv8, Nguyễn Văn Trường",Cần Thơ,94000.0,"Ninh Kiều, Cần Thơ",VN
1657,ChIJH9Fb7lCIoDERxvxgl3Fjwxg,Quán Bia Tô,Nhà hàng,Nhà hàng,,"Quán Bia Tô, 160 Nguyễn Văn Cừ Nối Dài, An Bình, Ninh Kiều, Cần Thơ, Việt Nam","An Bình, Ninh Kiều",160 Nguyễn Văn Cừ Nối Dài,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1659,ChIJ82j2J-KJoDERCykj0TYjaIA,Quán ăn đêm,Quán ăn nhỏ,Quán ăn nhỏ,,"Quán ăn đêm, 519 Đ. 30 Tháng 4, Hưng Lợi, Ninh Kiều, Cần Thơ, Việt Nam","Hưng Lợi, Ninh Kiều",519 Đ. 30 Tháng 4,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1660,ChIJr1BWTLKJoDERjKB3SfSrX-c,Quán Ăn Linh Nhi,Gian hàng rong,"Gian hàng rong, Quán ăn tự phục vụ",+84 345 173 413,"Quán Ăn Linh Nhi, 7A, Quốc Lộ 1A, Quận Cái Răng, An Bình, Ninh Kiều, Cần Thơ, Việt Nam","An Bình, Ninh Kiều","7A, Quốc Lộ 1A, Quận Cái Răng",Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1661,ChIJ_8-L5DSIoDERLUBWK08g_T0,Quán Ăn Gia Đình Hoàng Mai,Nhà hàng,Nhà hàng,+84 901 019 333,"Quán Ăn Gia Đình Hoàng Mai, 479 Đ. 30 Tháng 4, Hưng Lợi, Ninh Kiều, Cần Thơ, Việt Nam","Hưng Lợi, Ninh Kiều",479 Đ. 30 Tháng 4,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1664,ChIJswizD8mJoDERZ5okVwPZM14,Quán ăn Phương Quyên,Nhà hàng chuyên phục vụ bữa sáng,Nhà hàng chuyên phục vụ bữa sáng,,"2PRR+26W Quán ăn Phương Quyên, QL91B, Long Hoà, Bình Thủy, Cần Thơ, Việt Nam","Long Hoà, Bình Thủy","2PRR+26W, QL91B",Cần Thơ,,"Bình Thủy, Cần Thơ",VN
1665,ChIJAaLFUzOIoDERyt5GUZcounU,Quán Ăn Gia Đình Thanh Nhã,Nhà hàng,Nhà hàng,+84 292 3783 235,"Quán Ăn Gia Đình Thanh Nhã, 52, Đường Đ. Trần Hoàng Na, Hưng Lợi, Ninh Kiều, Cần Thơ, Việt Nam","Hưng Lợi, Ninh Kiều","52, Đường Đ. Trần Hoàng Na",Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1666,ChIJjabVZzqIoDERRmcNAHGH8KU,Quán Ăn Gia Đình Nam Phương,Nhà hàng,Nhà hàng,+84 292 3818 677,"Quán Ăn Gia Đình Nam Phương, 54 Đ. 3 Tháng 2, Hưng Lợi, Ninh Kiều, Cần Thơ, Việt Nam","Hưng Lợi, Ninh Kiều",54 Đ. 3 Tháng 2,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1667,ChIJZbO8woSJoDERXKUFdGEJXRs,Quán ăn Ông Chủ Nhỏ,Quán ăn nhỏ,Quán ăn nhỏ,,"2Q24+HWR Quán ăn Ông Chủ Nhỏ, Trần Chiên, Lê Bình, Cái Răng, Cần Thơ, Việt Nam","Lê Bình, Cái Răng","2Q24+HWR, Trần Chiên",Cần Thơ,,"Cái Răng, Cần Thơ",VN
1668,ChIJl_Ek3EOIoDERApls8HmIH88,Quán Cơm Trung Anh,Nhà hàng,Nhà hàng,+84 939 918 357,"Quán Cơm Trung Anh, 306 Đ. Nguyễn Văn Linh, Phường An Khánh, Ninh Kiều, Cần Thơ, Việt Nam","Phường An Khánh, Ninh Kiều",306 Đ. Nguyễn Văn Linh,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1669,ChIJXWEqaUGIoDERZJ2EV33cBYc,Quán Cơm Thanh Kỳ,Nhà hàng,Nhà hàng,+84 902 601 840,"Quán Cơm Thanh Kỳ, 337C/13, Quốc Lộ 91B, Quận Ninh Kiều, Thành Phố Cần Thơ, Việt Nam","Phường An Khánh, Ninh Kiều","337C/13, Quốc Lộ 91B, Quận Ninh Kiều, Thành Phố Cần Thơ",Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1671,ChIJ30L-yEOIoDERsZHTOo0vcl0,Quán Cơm Bin Bin,Nhà hàng,Nhà hàng,,"2QJ2+7MC Quán Cơm Bin Bin, Đ. Nguyễn Văn Linh, Phường An Khánh, Ninh Kiều, Cần Thơ, Việt Nam","Phường An Khánh, Ninh Kiều","2QJ2+7MC, Đ. Nguyễn Văn Linh",Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1672,ChIJ340CorWJoDERXOvPiFG4FpQ,Quán cơm phần,Nhà hàng,Nhà hàng,,"2PMW+WJ4 Quán cơm phần, Đ. Hoàng Quốc Việt, Phường An Khánh, Ninh Kiều, Cần Thơ, Việt Nam","Phường An Khánh, Ninh Kiều","2PMW+WJ4, Đ. Hoàng Quốc Việt",Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1673,ChIJ6Xqj1BaJoDER11dMGvAN_fw,Quán Ăn Gia Đình Huy Hợp,Nhà hàng,Nhà hàng,,"2P28+4XR Quán Ăn Gia Đình Huy Hợp, Nguyễn Văn Cừ Nối Dài, Mỹ Khánh, Phong Điền, Cần Thơ, Việt Nam","Mỹ Khánh, Phong Điền","2P28+4XR, Nguyễn Văn Cừ Nối Dài",Cần Thơ,,"Phong Điền, Cần Thơ",VN
1678,ChIJHQlsOxSJoDERVsmKnS8Wr7U,Quán Ăn Bình Dân Thanh Lan,Nhà hàng,Nhà hàng,,"XPW8+R72 Quán Ăn Bình Dân Thanh Lan, Nguyễn Văn Cừ Nối Dài, Mỹ Khánh, Phong Điền, Cần Thơ, Việt Nam","Mỹ Khánh, Phong Điền","XPW8+R72, Nguyễn Văn Cừ Nối Dài",Cần Thơ,,"Phong Điền, Cần Thơ",VN
1679,ChIJo4UM_GaJoDERT-oDRc_eSPg,Quán ăn Phương Vy,Nhà hàng gia đình,Nhà hàng gia đình,+84 944 944 674,"Quán ăn Phương Vy, 27A KV Thạnh Hưng, Thường Thạnh, Cái Răng, Cần Thơ, Việt Nam","Thường Thạnh, Cái Răng",27A KV Thạnh Hưng,Cần Thơ,,"Cái Răng, Cần Thơ",VN
1680,ChIJj3gVvlCJoDERfgxy3zKXIr0,Quán Ăn CÙ LAO 159,Nhà hàng,Nhà hàng,,"Quán Ăn CÙ LAO 159, 225 Trần Hưng Đạo, Lê Bình, Cái Răng, Cần Thơ, Việt Nam","Lê Bình, Cái Răng",225 Trần Hưng Đạo,Cần Thơ,,"Cái Răng, Cần Thơ",VN
1681,ChIJY2Zm2cWOoDERpw_SkPPmWbM,Quán ăn gia đình Hoàng Phúc,Nhà hàng,Nhà hàng,+84 292 3941 099,"2M2F+3QH Quán ăn gia đình Hoàng Phúc, Thị trấn Phong Điền, Phong Điền, Cần Thơ, Việt Nam","Thị trấn Phong Điền, Phong Điền",2M2F+3QH,Cần Thơ,,"Phong Điền, Cần Thơ",VN
1684,ChIJEVrKZLOJoDERWVmFUCTh6HM,Quán Cơm Tấm,Quán ăn tự phục vụ,"Quán ăn tự phục vụ, Gian hàng rong",+84 917 120 595,"Quán Cơm Tấm, 110/3, Quốc Lộ 1A, P. An Bình, Quận Ninh Kiều, An Bình, Ninh Kiều, Cần Thơ, Việt Nam","An Bình, Ninh Kiều","110/3, Quốc Lộ 1A, P. An Bình, Quận Ninh Kiều",Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1685,ChIJCV0seNCIoDERV4h9fqu5DZ8,Quán Ăn Thanh Thúy,Nhà hàng,Nhà hàng,,"Quán Ăn Thanh Thúy, Phong Điền, Cần Thơ, Việt Nam",Phong Điền,,Cần Thơ,,"Phong Điền, Cần Thơ",VN
1686,ChIJH3s8IvqJoDERFV33-2gaeOQ,Quán ăn gia đình Linh Cua,Quán ăn nhỏ,Quán ăn nhỏ,+84 989 122 246,"2QG7+4W4 Quán ăn gia đình Linh Cua, Hưng Lợi, Ninh Kiều, Cần Thơ, Việt Nam","Hưng Lợi, Ninh Kiều",2QG7+4W4,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1688,ChIJ1_g1CK-JoDERpB6NvoPwHFs,Quán Ăn 7 Tỷ,Nhà hàng,Nhà hàng,,"Quán Ăn 7 Tỷ, An Bình, Ninh Kiều, Cần Thơ, Việt Nam","An Bình, Ninh Kiều",,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1689,ChIJ7eAd8LCJoDERdVLSOp5eh6M,Quán Cơm Chay Thiện Đức,Nhà hàng,Nhà hàng,+84 908 506 465,"Quán Cơm Chay Thiện Đức, 148 QL1A, Lê Bình, Cái Răng, Cần Thơ, Việt Nam","Lê Bình, Cái Răng",148 QL1A,Cần Thơ,,"Cái Răng, Cần Thơ",VN
1694,ChIJlWYf_uOPoDERQaQ5cXPg4y8,Quán ăn Tiền Ký,Nhà hàng,Nhà hàng,+84 908 495 798,"XMV8+MHR Quán ăn Tiền Ký, ĐT926, Nhơn ái, Phong Điền, Cần Thơ, Việt Nam","Nhơn ái, Phong Điền","XMV8+MHR, ĐT926",Cần Thơ,,"Phong Điền, Cần Thơ",VN
1695,ChIJE36OdLmJoDER8QDUXeVXWPo,Quán Ăn Hồng Nhung,Nhà hàng,Nhà hàng,+84 773 220 152,"Quán Ăn Hồng Nhung, 180 Lê Bình, Cái Răng, Cần Thơ, Việt Nam","Lê Bình, Cái Răng",180 Lê Bình,Cần Thơ,,"Cái Răng, Cần Thơ",VN
1697,ChIJX8Q2criJoDERzcNaV4jBou0,Quán ăn Huy Lâm,Nhà hàng,Nhà hàng,+84 925 998 842,"Quán ăn Huy Lâm, 5 Nguyễn Văn Trường, An Bình, Ninh Kiều, Cần Thơ, Việt Nam","An Bình, Ninh Kiều",5 Nguyễn Văn Trường,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1698,ChIJR_y-nu-IoDERL8gM0I1cgeM,Quán Cơm Thanh Bình,Nhà hàng,Nhà hàng,,"Quán Cơm Thanh Bình, Long Tuyền, Bình Thủy, Cần Thơ, Việt Nam","Long Tuyền, Bình Thủy",,Cần Thơ,,"Bình Thủy, Cần Thơ",VN
1700,ChIJPQABZbmJoDER7jZpsao3skA,Quán Ăn Gia Đình Nhật Thanh,Nhà hàng,Nhà hàng,+84 919 007 127,"Quán Ăn Gia Đình Nhật Thanh, 265A Trần Hưng Đạo, An Phú, Cái Răng, Cần Thơ, Việt Nam","An Phú, Cái Răng",265A Trần Hưng Đạo,Cần Thơ,,"Cái Răng, Cần Thơ",VN
1701,ChIJ9wZF3wOJoDERIMgzKS37B8s,Quán Thích Lẩu,Nhà hàng,Nhà hàng,,"2P5H+VMV Quán Thích Lẩu, Nguyễn Văn Cừ Nối Dài, An Bình, Phong Điền, Cần Thơ, Việt Nam","An Bình, Phong Điền","2P5H+VMV, Nguyễn Văn Cừ Nối Dài",Cần Thơ,,"Phong Điền, Cần Thơ",VN
1706,ChIJX3EuZbqJoDERoF8uxjCu2f0,Quán Cơm Tấm Trúc Linh,Quán ăn nhỏ,Quán ăn nhỏ,,"Quán Cơm Tấm Trúc Linh, 438 QL1A, Lê Bình, Cái Răng, Cần Thơ, Việt Nam","Lê Bình, Cái Răng",438 QL1A,Cần Thơ,,"Cái Răng, Cần Thơ",VN
1708,ChIJI4bWM1qJoDERo2Z2xmJc7Y8,Quán Ăn Kiều Oanh,Nhà hàng gia đình,Nhà hàng gia đình,,"XQF3+Q3H Quán Ăn Kiều Oanh, KV6, phường, Cái Răng, Cần Thơ, Việt Nam","phường, Cái Răng","XQF3+Q3H, KV6",Cần Thơ,,"Cái Răng, Cần Thơ",VN
1711,ChIJY4ae88eJoDER-powQE6f274,Quán Ăn Thảo,Nhà hàng,Nhà hàng,,"Quán Ăn Thảo, Hưng Thạnh, Cái Răng, Cần Thơ, Việt Nam","Hưng Thạnh, Cái Răng",,Cần Thơ,,"Cái Răng, Cần Thơ",VN
1720,ChIJy0rGr3eJoDERNeA9swO72Ws,Quán ăn 165D,Nhà hàng,Nhà hàng,,"XPRX+JC2 Quán ăn 165D, Đ. Phạm Hùng, Ba Láng, Cái Răng, Cần Thơ, Việt Nam","Ba Láng, Cái Răng","XPRX+JC2, Đ. Phạm Hùng",Cần Thơ,,"Cái Răng, Cần Thơ",VN
1721,ChIJ9xxZNbyJoDERxDdM_O4Vzhs,Quán Cơm Phần Tính Nguyễn-Quán Nhậu Kim Ngân,Nhà hàng,Nhà hàng,,"XQV2+CFH Quán Cơm Phần Tính Nguyễn-Quán Nhậu Kim Ngân, Trần Hưng Đạo nối dài, Lê Bình, Cái Răng, Cần Thơ, Việt Nam","Lê Bình, Cái Răng","XQV2+CFH, Trần Hưng Đạo nối dài",Cần Thơ,,"Cái Răng, Cần Thơ",VN
1722,ChIJu_ucjj2JoDERrKXmqNAbAgg,Quán cơm tấm 228,Quán ăn nhỏ,Quán ăn nhỏ,+84 903 011 090,"Quán cơm tấm 228, 228 Đ. Phạm Hùng, Lê Bình, Cái Răng, Cần Thơ, Việt Nam","Lê Bình, Cái Răng",228 Đ. Phạm Hùng,Cần Thơ,,"Cái Răng, Cần Thơ",VN
1727,ChIJdT88S6SJoDERnyu-8vqtPhg,Quán Chay Cô Mười,Cửa hàng bán đồ ăn nấu sẵn,"Cửa hàng bán đồ ăn nấu sẵn, Nhà hàng",+84 902 617 918,"XPXV+M3W Quán Chay Cô Mười, Lộ Vòng Cung, An Bình, Ninh Kiều, Cần Thơ, Việt Nam","An Bình, Ninh Kiều","XPXV+M3W, Lộ Vòng Cung",Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1731,ChIJwYAoNpqJoDERMLz5msA_zIg,"Cỏ Foody - Ăn vặt nội địa Trung, Mỳ cay tê Tứ Xuyên, Trứng Ngâm Tương",Nhà hàng Trung Quốc,Nhà hàng Trung Quốc,+84 833 821 616,"Cỏ Foody - Ăn vặt nội địa Trung, Mỳ cay tê Tứ Xuyên, Trứng Ngâm Tương, 47/3A KDC Tổ 3A, An Bình, Ninh Kiều, Cần Thơ, Việt Nam","An Bình, Ninh Kiều",47/3A KDC Tổ 3A,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1732,ChIJtaIfpLeJoDERYjPOfL1K318,Quán Cơm Quyên,Quán ăn nhỏ,Quán ăn nhỏ,+84 292 3844 283,"Quán Cơm Quyên, 60/3D, Đường Hậu Thạnh Mỹ, Quận Cái Răng, Lê Bình, Cái Răng, Cần Thơ, Việt Nam","Lê Bình, Cái Răng","60/3D, Đường Hậu Thạnh Mỹ, Quận Cái Răng",Cần Thơ,,"Cái Răng, Cần Thơ",VN
1734,ChIJl8KD5k-JoDERzzbtb6xyr3Q,Nhà Hàng,Nhà hàng gia đình,Nhà hàng gia đình,,"2P2R+29H Nhà Hàng, Đường Số 1, An Bình, Ninh Kiều, Cần Thơ, Việt Nam","An Bình, Ninh Kiều","2P2R+29H, Đường Số 1",Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1748,ChIJuXUWYbuJoDEROSgLh7xG8S0,Quán Cơm Chay Hoàng Kim,Nhà hàng,Nhà hàng,,"XPWX+JCH Quán Cơm Chay Hoàng Kim, Nguyễn Việt Dũng, Lê Bình, Cái Răng, Cần Thơ, Việt Nam","Lê Bình, Cái Răng","XPWX+JCH, Nguyễn Việt Dũng",Cần Thơ,,"Cái Răng, Cần Thơ",VN
1757,ChIJS1yDWfCJoDERqUZk2rFEbkE,Quán Nhậu A Beo,Quán ăn nhỏ,Quán ăn nhỏ,,"2P5W+QXG Quán Nhậu A Beo, Đ. Hoàng Quốc Việt, An Bình, Ninh Kiều, Cần Thơ, Việt Nam","An Bình, Ninh Kiều","2P5W+QXG, Đ. Hoàng Quốc Việt",Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1764,ChIJKdeqKs6JoDERxN-RdvWbH6U,Quán Vịt Nấu Chao Bò Đùm Phương Thuỷ,Nhà hàng,Nhà hàng,+84 907 177 365,"Quán Vịt Nấu Chao Bò Đùm Phương Thuỷ, 203, Đường Cái Sơn Hàng Bàng, Quận Cái Răng, An Bình, Ninh Kiều, Cần Thơ, Việt Nam","An Bình, Ninh Kiều","203, Đường Cái Sơn Hàng Bàng, Quận Cái Răng",Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1776,ChIJ741DuZGJoDERRBpVbFt0Wyc,Cua Cà Mau 69 Bao Ăn,Nhà hàng món cua,Nhà hàng món cua,+84 912 897 998,"Cua Cà Mau 69 Bao Ăn, 256c 7a, khu vực 4, Ninh Kiều, Cần Thơ, Việt Nam","khu vực 4, Ninh Kiều",256c 7a,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1781,ChIJXSv8kjaIoDER045Wftnxl9A,Quán Cơm 3-2,Quán ăn nhỏ,Quán ăn nhỏ,+84 292 6297 757,"Quán Cơm 3-2, 145 Đ. 3 Tháng 2, Hưng Lợi, Ninh Kiều, Cần Thơ, Việt Nam","Hưng Lợi, Ninh Kiều",145 Đ. 3 Tháng 2,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1784,ChIJLaTAJDWIoDERG6YRzEYBEPc,Quán Cơm Cây Me,Nhà hàng,Nhà hàng,,"Quán Cơm Cây Me, 91 Đ. 30 Tháng 4, Hưng Lợi, Ninh Kiều, Cần Thơ, Việt Nam","Hưng Lợi, Ninh Kiều",91 Đ. 30 Tháng 4,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1786,ChIJQQQHy8qJoDERkalfLdQjMM8,Quán Cơm Chay Thanh Tịnh,Quán ăn nhỏ,"Quán ăn nhỏ, Quán ăn tự phục vụ",+84 915 858 548,"Quán Cơm Chay Thanh Tịnh, 91/3 Đ. 30 Tháng 4, Hưng Lợi, Ninh Kiều, Cần Thơ, Việt Nam","Hưng Lợi, Ninh Kiều",91/3 Đ. 30 Tháng 4,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1789,ChIJ6zw96w2JoDER8QBcSea5w3Y,Quán Ăn Thèn Kon,Nhà hàng hải sản,Nhà hàng hải sản,+84 945 816 819,"Quán Ăn Thèn Kon, Hẻm 636 Đ. 30 Tháng 4, P, Ninh Kiều, Cần Thơ, Việt Nam","P, Ninh Kiều",Hẻm 636 Đ. 30 Tháng 4,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1790,ChIJFSPXY62JoDERbw8yBjxWTgk,Quán Nhậu Bình Dân 221,Gian hàng rong,"Gian hàng rong, Cửa hàng thực phẩm",+84 292 3914 119,"Quán Nhậu Bình Dân 221, 221-223, Đường Cái Sơn Hàng Bàng, Quận Cái Răng, An Bình, Ninh Kiều, Cần Thơ, Việt Nam","An Bình, Ninh Kiều","221-223, Đường Cái Sơn Hàng Bàng, Quận Cái Răng",Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1793,ChIJTf5JVjCIoDERnS4adCEJcGs,Doanh Nghiệp Tư Nhân Quán ăn Hè Phố,Nhà hàng,Nhà hàng,+84 909 709 555,"Doanh Nghiệp Tư Nhân Quán ăn Hè Phố, 279 Đ. Nguyễn Văn Linh, Phường An Khánh, Ninh Kiều, Cần Thơ, Việt Nam","Phường An Khánh, Ninh Kiều",279 Đ. Nguyễn Văn Linh,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1794,ChIJV3pOmkqIoDERqSMNnTGS4Gk,Quán Cơm 48,Nhà hàng,Nhà hàng,,"Quán Cơm 48, 48 Đ. 3 Tháng 2, Hưng Lợi, Ninh Kiều, Cần Thơ, Việt Nam","Hưng Lợi, Ninh Kiều",48 Đ. 3 Tháng 2,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1795,ChIJZzrD9jCIoDERvcUJXkoVZLs,Quán Ăn Gia Đình Cây Sộp,Nhà hàng,Nhà hàng,+84 292 3831 771,"Quán Ăn Gia Đình Cây Sộp, 272, Đường Nguyễn Văn Linh, Quận Ninh Kiều, Tp Cần Thơ, Hưng Lợi, Ninh Kiều, Cần Thơ, Việt Nam","Hưng Lợi, Ninh Kiều","272, Đường Nguyễn Văn Linh, Quận Ninh Kiều, Tp Cần Thơ",Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1796,ChIJIV3UBVeJoDER5_NJyD1JI4w,QUÁN HẢI SẢN CÀ MAU,Quán ăn nhỏ,Quán ăn nhỏ,+84 844 198 198,"QUÁN HẢI SẢN CÀ MAU, Hẻm 51 Hẻm 132 Đ. 3 Tháng 2, Hưng Lợi, Ninh Kiều, Cần Thơ 901120, Việt Nam","Hưng Lợi, Ninh Kiều",Hẻm 51 Hẻm 132 Đ. 3 Tháng 2,Cần Thơ,901120.0,"Ninh Kiều, Cần Thơ",VN
1798,ChIJbbgt12KJoDEREBKXk3D4Ztk,Quán Hủ Tiếu A123,Quán ăn nhỏ,Quán ăn nhỏ,+84 899 055 656,"Quán Hủ Tiếu A123, 123 Đ. Nguyễn Hiền, Hưng Lợi, Ninh Kiều, Cần Thơ, Việt Nam","Hưng Lợi, Ninh Kiều",123 Đ. Nguyễn Hiền,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1799,ChIJfW41s26JoDERa3jhMBqCXRI,Quán cơm A11,Quán ăn nhỏ,Quán ăn nhỏ,+84 932 849 068,"Quán cơm A11, 11 Đ. Nguyễn Hiền, Khu dân cư 91B, Ninh Kiều, Cần Thơ, Việt Nam","Khu dân cư 91B, Ninh Kiều",11 Đ. Nguyễn Hiền,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1800,ChIJc9-9y5KJoDERMGDShFR06eo,Quán Cơm 15,Quán ăn nhỏ,Quán ăn nhỏ,,"2QF5+W3W Quán Cơm 15, Đ. Nguyễn Hiền, Hưng Lợi, Ninh Kiều, Cần Thơ, Việt Nam","Hưng Lợi, Ninh Kiều","2QF5+W3W, Đ. Nguyễn Hiền",Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1801,ChIJF1iAnUeIoDERhu0GnWBvn_M,Quán Ăn Gia Đình Thanh Huệ,Nhà hàng,Nhà hàng,+84 933 629 096,"Quán Ăn Gia Đình Thanh Huệ, 88 Khu Dân Cư Metro, Quốc Lộ 91B, Quận Ninh Kiều, Tp Cần Thơ, Hưng Lợi, Ninh Kiều, Cần Thơ, Việt Nam","Hưng Lợi, Ninh Kiều","88 Khu Dân Cư Metro, Quốc Lộ 91B, Quận Ninh Kiều, Tp Cần Thơ",Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1802,ChIJ1Yf7rhCJoDERWOuAsG6GO70,Cơm Chiên Tiền Ký - 40E,Quán ăn nhỏ,Quán ăn nhỏ,+84 938 203 905,"Cơm Chiên Tiền Ký - 40E, 40e Đ. Nguyễn Văn Linh, Phường An Khánh, Ninh Kiều, Cần Thơ, Việt Nam","Phường An Khánh, Ninh Kiều",40e Đ. Nguyễn Văn Linh,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1803,ChIJh3nbOEeIoDERf-mnJ-UjTYg,Quán cơm tấm Hương Lúa,Quán ăn nhỏ,Quán ăn nhỏ,,"Quán cơm tấm Hương Lúa, 329D Quốc Lộ 91B, Quận Ninh Kiều, Tp Cần Thơ, Hưng Lợi, Ninh Kiều, Cần Thơ, Việt Nam","Hưng Lợi, Ninh Kiều","329D Quốc Lộ 91B, Quận Ninh Kiều, Tp Cần Thơ",Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1804,ChIJXS4q822JoDER2kp3zRwgy4o,Quán hủ tiếu gà ác Mỹ Tho,Quán ăn nhỏ,Quán ăn nhỏ,,"2QC3+RX8 Quán hủ tiếu gà ác Mỹ Tho, Đ. Nguyễn Hiền, Hưng Lợi, Ninh Kiều, Cần Thơ 90000, Việt Nam","Hưng Lợi, Ninh Kiều","2QC3+RX8, Đ. Nguyễn Hiền",Cần Thơ,90000.0,"Ninh Kiều, Cần Thơ",VN
1807,ChIJDbKW-BeJoDERfrpDFl9zTVc,Quán Cơm Thiên Hoa,Nhà hàng chuyên phục vụ bữa nửa buổi,Nhà hàng chuyên phục vụ bữa nửa buổi,,"Quán Cơm Thiên Hoa, 86 Đường Trần Hoàng Na, Khu dân cư 91B, Ninh Kiều, Cần Thơ 900000, Việt Nam","Khu dân cư 91B, Ninh Kiều",86 Đường Trần Hoàng Na,Cần Thơ,900000.0,"Ninh Kiều, Cần Thơ",VN
1809,ChIJXRVEpZaJoDERxFvF4YjRftI,Quán cơm Út Huỳnh,Quán ăn nhỏ,Quán ăn nhỏ,+84 763 870 989,"Quán cơm Út Huỳnh, Hẻm 7 Đ. Nguyễn Văn Linh, Phường An Khánh, Ninh Kiều, Cần Thơ 900000, Việt Nam","Phường An Khánh, Ninh Kiều",Hẻm 7 Đ. Nguyễn Văn Linh,Cần Thơ,900000.0,"Ninh Kiều, Cần Thơ",VN
1810,ChIJK5wLHK6JoDERW8pF_3e7djQ,Quán cơm Phúc,Nhà hàng gia đình,Nhà hàng gia đình,,"Quán cơm Phúc, 72 Ngô Sĩ Liên, Hưng Lợi, Ninh Kiều, Cần Thơ, Việt Nam","Hưng Lợi, Ninh Kiều",72 Ngô Sĩ Liên,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1817,ChIJBTMvfDiIoDER1B6p5Bfk6Qg,Quán Cơm Phước Lùn,Nhà hàng,Nhà hàng,+84 986 311 727,"Quán Cơm Phước Lùn, 335 Đ. Nguyễn Văn Linh, Hưng Lợi, Ninh Kiều, Cần Thơ, Việt Nam","Hưng Lợi, Ninh Kiều",335 Đ. Nguyễn Văn Linh,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1819,ChIJIe7HyDWJoDER8Sap6IIGIDM,Quán cơm Thanh Bình,Quán ăn nhỏ,Quán ăn nhỏ,+84 786 618 665,"Quán cơm Thanh Bình, 20H3/4 Đ. Số 7, KDC, Ninh Kiều, Cần Thơ, Việt Nam","KDC, Ninh Kiều",20H3/4 Đ. Số 7,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
1820,ChIJd44Hk5iJoDERyFGuccD4Xho,Quán Cơm Hưng Ký,Nhà hàng,Nhà hàng,,"Quán Cơm Hưng Ký, 404 Đ. Nguyễn Văn Linh, Hưng Lợi, Ninh Kiều, Cần Thơ, Việt Nam","Hưng Lợi, Ninh Kiều",404 Đ. Nguyễn Văn Linh,Cần Thơ,,"Ninh Kiều, Cần Thơ",VN
