,place_id,name,main_category,phone,address,lat,lng,House_number,Street,Ward,District,City,progress
320,,,,,,10.05075,105.76901,13,Đường Nguyễn Đệ,Phường An Hòa,Quận Ninh Kiều,Cần Thơ,True
321,,,,,,10.04241,105.77329,,Đường Yết Kiêu,Phường An Hòa,Quận Ninh Kiều,Cần Thơ,True
322,,,,,,10.04755,105.76185,686,Đường Mậu Thân,Phường An Hòa,Quận Ninh Kiều,Cần Thơ,True
323,,,,,,10.04829,105.75871,294,Đường Võ Văn Kiệt,Phường An Thới,Quận Bình Thủy,Cần Thơ,True
325,,,,,,10.03592,105.75738,,,Phường An Khánh,Quận Ninh Kiều,Cần Thơ,True
326,,,,,,10.03332,105.7622,385,Đường Trần Nam Phú,Phường An Khánh,Quận Ninh Kiều,Cần Thơ,True
327,,,,,,10.04958,105.77155,132,Đường Nguyễn Văn Cừ,Phường An Hòa,Quận Ninh Kiều,Cần Thơ,True
328,,,,,,10.03171,105.75036,,Hẻm Tổ 4,Phường An Khánh,Quận Ninh Kiều,Cần Thơ,True
329,,,,,,10.02984,105.75295,,,Phường An Khánh,Quận Ninh Kiều,Cần Thơ,True
333,,,,,,21.01995,105.84211,4,Phố Đỗ Hành,Phường Nguyễn Du,Quận Hai Bà Trưng,Hà Nội,True
334,,,,,,10.00833,105.74935,245,Đường Lộ Vòng Cung,Phường An Bình,Quận Ninh Kiều,Cần Thơ,True
335,,,,,,10.0114,105.7526,105,Đường 3 Tháng 2,Phường An Bình,Quận Ninh Kiều,Cần Thơ,True
336,,,,,,10.01154,105.76477,,Đường Trần Hoàng Na,Phường Hưng Lợi,Quận Ninh Kiều,Cần Thơ,True
337,,,,,,10.01344,105.76133,,Đường 30/4,Phường Hưng Lợi,Quận Ninh Kiều,Cần Thơ,True
338,,,,,,10.021,105.76046,70,Đường Ngô Sĩ Liên,Phường Hưng Lợi,Quận Ninh Kiều,Cần Thơ,True
339,,,,,,10.0258,105.7583,321,Đường Nguyễn Văn Linh,Phường An Khánh,Quận Ninh Kiều,Cần Thơ,True
340,,,,,,10.02668,105.7497,8,Đường Xuân Thủy,Phường An Bình,Quận Ninh Kiều,Cần Thơ,True
341,,,,,,10.02001,105.76343,178,Đường 3 Tháng 2,Phường Hưng Lợi,Quận Ninh Kiều,Cần Thơ,True
342,,,,,,10.01687,105.75963,79,Đường Trần Hoàng Na,Phường Hưng Lợi,Quận Ninh Kiều,Cần Thơ,True
343,,,,,,10.0338,105.78428,32,Đại Lộ Hòa Bình,Phường An Cư,Quận Ninh Kiều,Cần Thơ,True
345,,,,,,,,,,,,,True
346,,,,,,10.04409,105.78354,,Trần Văn Khéo,Phường Cái Khế,Quận Ninh Kiều,Cần Thơ,True
347,,,,,,10.05049,105.7677,27,Đường Nguyễn Đệ,Phường An Hòa,Quận Ninh Kiều,Cần Thơ,True
348,,,,,,10.04796,105.76558,7,Hẻm 65 Võ Trường Toản,Phường An Hòa,Quận Ninh Kiều,Cần Thơ,True
349,,,,,,10.04401,105.75678,57,Đường Số 6,Phường An Khánh,Quận Ninh Kiều,Cần Thơ,True
350,,,,,,10.04958,105.77155,132,Đường Nguyễn Văn Cừ,Phường An Hòa,Quận Ninh Kiều,Cần Thơ,True
351,,,,,,10.03108,105.75126,339,Đường Nguyễn Văn Linh,Phường An Khánh,Quận Ninh Kiều,Cần Thơ,True
352,,,,,,10.04283,105.75969,,Khu Vực 1,Phường An Khánh,Quận Ninh Kiều,Cần Thơ,True
353,,,,,,10.03592,105.75738,,,Phường An Khánh,Quận Ninh Kiều,Cần Thơ,True
355,,,,,,9.99581,105.74925,167/4,Quốc Lộ 1A,Phường Lê Bình,Quận Cái Răng,Cần Thơ,True
360,,,,,,10.0015,105.75706,,Đường Hậu Thạnh Mỹ,Phường Lê Bình,Quận Cái Răng,Cần Thơ,True
361,,,,,,10.02431,105.75416,71,Đường B28,Phường An Khánh,Quận Ninh Kiều,Cần Thơ,True
362,,,,,,10.01403,105.76297,151,Đường Trần Hoàng Na,Phường Hưng Lợi,Quận Ninh Kiều,Cần Thơ,True
363,,,,,,10.03549,105.77102,15,Đường Cao Thắng,Phường Xuân Khánh,Quận Ninh Kiều,Cần Thơ,True
364,,,,,,10.0346,105.78762,19,Đường Thủ Khoa Huân,Phường Tân An,Quận Ninh Kiều,Cần Thơ,True
367,,,,,,10.03678,105.77208,102,Đường Mậu Thân,Phường Xuân Khánh,Quận Ninh Kiều,Cần Thơ,True
368,,,,,,10.02208,105.76897,310/43,Đường 30 Tháng 4,Phường Hưng Lợi,Quận Ninh Kiều,Cần Thơ,True
369,,,,,,10.05652,105.77858,,Đường Nguyễn Văn Cừ,Phường Cái Khế,Quận Ninh Kiều,Cần Thơ,True
376,,,,,,10.0275,105.78035,54,Đường Quang Trung,Phường Xuân Khánh,Quận Ninh Kiều,Cần Thơ,True
377,,,,,,10.02919,105.75064,8,Đường Nguyễn Văn Cừ,Phường An Khánh,Quận Ninh Kiều,Cần Thơ,True
379,,,,,,10.04401,105.7564,2,Đường Tô Hiến Thành,Phường An Khánh,Quận Ninh Kiều,Cần Thơ,True
380,,,,,,10.03958,105.76103,136,Đường Nguyễn Văn Cừ Nối Dài,Phường An Khánh,Quận Ninh Kiều,Cần Thơ,True
381,,,,,,,,,,,,,True
382,,,,,,10.04182,105.76354,1,Đường Nguyễn Văn Cừ Nối Dài,Phường An Khánh,Quận Ninh Kiều,Cần Thơ,True
383,,,,,,10.02153,105.74435,260,Đường Xuân Thủy,Phường An Bình,Quận Ninh Kiều,Cần Thơ,True
384,,,,,,10.02562,105.74881,7,Đường Xuân Thủy,Phường An Bình,Quận Ninh Kiều,Cần Thơ,True
385,,,,,,9.99627,105.72373,,Lộ Vòng Cung,Xã Mỹ Khánh,Huyện Phong Điền,Cần Thơ,True
386,,,,,,9.99698,105.72165,,Đường Lộ Vòng Cung,Xã Mỹ Khánh,Huyện Phong Điền,Cần Thơ,True
387,,,,,,9.99497,105.73795,431,Đường Lộ Vòng Cung,Phường An Bình,Quận Ninh Kiều,Cần Thơ,True
389,,,,,,9.99265,105.74875,169/1A,Quốc Lộ 1A,Phường Lê Bình,Quận Cái Răng,Cần Thơ,True
390,,,,,,10.00849,105.74982,,Cầu Cái Răng,Phường An Bình,Quận Ninh Kiều,Cần Thơ,True
391,,,,,,10.01814,105.75814,,Đường Trần Hoàng Na,Phường Hưng Lợi,Quận Ninh Kiều,Cần Thơ,True
392,,,,,,10.0228,105.75565,138,Đường Nguyễn Hiền,Phường An Khánh,Quận Ninh Kiều,Cần Thơ,True
393,,,,,,10.00911,105.7605,114,Hẻm 91 Đường 30 Tháng 4,Phường Hưng Lợi,Quận Ninh Kiều,Cần Thơ,True
394,,,,,,,,,,,,,True
395,,,,,,10.01789,105.75828,112/92,Đường Trần Hoàng Na,Phường Hưng Lợi,Quận Ninh Kiều,Cần Thơ,True
396,,,,,,10.01296,105.76098,91,Hẻm 91 Đường 30 Tháng 4,Phường Hưng Lợi,Quận Ninh Kiều,Cần Thơ,True
397,,,,,,10.01622,105.76008,86,Đường 3 Tháng 2,Phường Hưng Lợi,Quận Ninh Kiều,Cần Thơ,True
399,,,,,,10.03549,105.77102,15,Đường Cao Thắng,Phường Xuân Khánh,Quận Ninh Kiều,Cần Thơ,True
400,,,,,,10.03199,105.77366,19,Đường 3 Tháng 2,Phường Xuân Khánh,Quận Ninh Kiều,Cần Thơ,True
402,,,,,,10.01376,105.76276,1D,Đường Trần Hoàng Na,Phường Hưng Lợi,Quận Ninh Kiều,Cần Thơ,True
403,,,,,,10.04566,105.77873,18,Hẻm 33 Đường Bà Huyện Thanh Quan,Phường Thới Bình,Quận Ninh Kiều,Cần Thơ,True
408,,,,,,10.05652,105.77858,,Đường Nguyễn Văn Cừ,Phường Cái Khế,Quận Ninh Kiều,Cần Thơ,True
410,,,,,,10.04422,105.78169,2A,Đường Trần Quang Khải,Phường Cái Khế,Quận Ninh Kiều,Cần Thơ,True
412,,,,,,10.02807,105.77078,132A,Đường 3 Tháng 2,Phường Xuân Khánh,Quận Ninh Kiều,Cần Thơ,True
413,,,,,,10.04933,105.76524,49,Đường Nguyễn Đệ,Phường An Hòa,Quận Ninh Kiều,Cần Thơ,True
414,,,,,,10.04311,105.7561,,Đường Tô Hiến Thành,Phường An Khánh,Quận Ninh Kiều,Cần Thơ,True
415,,,,,,10.03615,105.75763,390,Đường Nguyễn Văn Cừ Nối Dài,Phường An Khánh,Quận Ninh Kiều,Cần Thơ,True
416,,,,,,10.03172,105.74861,,Hẻm Tổ 3 Nguyễn Văn Linh,Phường An Khánh,Quận Ninh Kiều,Cần Thơ,True
418,,,,,,10.03226,105.77408,,,Phường Xuân Khánh,Quận Ninh Kiều,Cần Thơ,True
419,,,,,,10.02797,105.76056,,Đường Số 7,Phường An Khánh,Quận Ninh Kiều,Cần Thơ,True
420,,,,,,10.03266,105.75426,372,Đường Nguyễn Văn Cừ Nối Dài,Phường An Khánh,Quận Ninh Kiều,Cần Thơ,True
421,,,,,,10.03835,105.77057,2,Đường Mậu Thân,Phường Xuân Khánh,Quận Ninh Kiều,Cần Thơ,True
422,,,,,,10.03687,105.76249,56E/3,Đường Nguyễn Văn Cừ,Phường An Khánh,Quận Ninh Kiều,Cần Thơ,True
423,,,,,,10.04182,105.76354,1,Đường Nguyễn Văn Cừ Nối Dài,Phường An Khánh,Quận Ninh Kiều,Cần Thơ,True
424,,,,,,10.06847,105.75712,,Đường Cách Mạng Tháng 8,Phường Bùi Hữu Nghĩa,Quận Bình Thủy,Cần Thơ,True
425,,,,,,10.03387,105.74821,345,Đường Nguyễn Văn Linh,Phường An Khánh,Quận Ninh Kiều,Cần Thơ,True
426,,,,,,10.01968,105.74056,,Đường Nguyễn Văn Cừ Nối Dài,Phường An Bình,Quận Ninh Kiều,Cần Thơ,True
427,,,,,,,,,,,,,True
428,,,,,,9.99406,105.74706,,Hẻm 19 Đường Nhật Tảo,Phường Lê Bình,Quận Cái Răng,Cần Thơ,True
429,,,,,,10.01901,105.76996,233/2,Đường Nguyễn Văn Linh,Phường Hưng Lợi,Quận Ninh Kiều,Cần Thơ,True
430,,,,,,12.21887,109.20402,101,Đường Dã Tượng,Phường Vĩnh Nguyên,Nha Trang,Khánh Hòa,True
431,,,,,,10.04171,105.73127,,Khu Vực Bình Phó A,Phường Long Tuyền,Quận Bình Thủy,Cần Thơ,True
432,,,,,,,,,,,,,True
433,,,,,,9.99776,105.74634,,Đường Nguyễn Việt Dũng,Phường Lê Bình,Quận Cái Răng,Cần Thơ,True
434,,,,,,9.99643,105.71882,,Lộ Vòng Cung,Xã Mỹ Khánh,Huyện Phong Điền,Cần Thơ,True
440,,,,,,,,,,,,,True
443,,,,,,10.0172,105.7592,102,Đường Trần Hoàng Na,Phường Hưng Lợi,Quận Ninh Kiều,Cần Thơ,True
444,,,,,,10.01176,105.76184,,Đường 30 Tháng 4,Phường Hưng Lợi,Quận Ninh Kiều,Cần Thơ,True
445,,,,,,10.03499,105.77531,153G,Đường Trần Hưng Đạo,Phường An Nghiệp,Quận Ninh Kiều,Cần Thơ,True
447,,,,,,10.0246,105.77387,1A,Đường Trần Văn Hoài,Phường Xuân Khánh,Quận Ninh Kiều,Cần Thơ,True
448,,,,,,10.02644,105.7716,146H,Đường Trần Văn Hoài,Phường Xuân Khánh,Quận Ninh Kiều,Cần Thơ,True
449,,,,,,10.0312,105.7847,108,Đường Châu Văn Liêm,Phường Tân An,Quận Ninh Kiều,Cần Thơ,True
454,,,,,,10.03766,105.78522,2,Đường Ngô Hữu Hạnh,Phường Tân An,Quận Ninh Kiều,Cần Thơ,True
456,,,,,,,,,,,,,True
457,,,,,,10.02312,105.77165,9/7,Khu Dân Cư Số 9,Phường Xuân Khánh,Quận Ninh Kiều,Cần Thơ,True
459,,,,,,10.01201,105.76431,39B,Đường Trần Hoàng Na,Phường Hưng Lợi,Quận Ninh Kiều,Cần Thơ,True
462,,,,,,9.99338,105.80799,2,Đường C3,Phường Phú Thứ,Quận Cái Răng,Cần Thơ,True
465,,,,,,10.02535,105.7726,43,Đường Trần Văn Hoài,Phường Xuân Khánh,Quận Ninh Kiều,Cần Thơ,True
466,,,,,,10.02247,105.77033,9,Đường Trần Ngọc Quế,Phường Xuân Khánh,Quận Ninh Kiều,Cần Thơ,True
467,,,,,,10.03299,105.75469,,Đường Nguyễn Văn Cừ Nối Dài,Phường An Khánh,Quận Ninh Kiều,Cần Thơ,True
469,,,,,,10.04857,105.77039,179,Đường Nguyễn Văn Cừ,Phường An Hòa,Quận Ninh Kiều,Cần Thơ,True
470,,,,,,43.76052,1.89396,,,La Caïphe,Puybegon,Tarn,True
471,,,,,,10.05652,105.77858,,Đường Nguyễn Văn Cừ,Phường Cái Khế,Quận Ninh Kiều,Cần Thơ,True
472,,,,,,10.05653,105.77873,,Đường Nguyễn Văn Cừ,Phường Cái Khế,Quận Ninh Kiều,Cần Thơ,True
473,,,,,,10.04556,105.77543,79A,Đường Phạm Ngũ Lão,Phường An Hòa,Quận Ninh Kiều,Cần Thơ,True
474,,,,,,10.04758,105.79163,,Đường Sông Hậu,Phường Cái Khế,Quận Ninh Kiều,Cần Thơ,True
475,,,,,,10.0403,105.79347,2A,Đường Sông Hậu,Phường Cái Khế,Quận Ninh Kiều,Cần Thơ,True
476,,,,,,10.04992,105.78703,,Đường Lê Lợi,Phường Cái Khế,Quận Ninh Kiều,Cần Thơ,True
477,,,,,,10.05065,105.7874,79,Đường Trần Phú,Phường Cái Khế,Quận Ninh Kiều,Cần Thơ,True
478,,,,,,,,,,,,,True
479,,,,,,10.04407,105.78019,2,Đường Bùi Thị Xuân,Phường Thới Bình,Quận Ninh Kiều,Cần Thơ,True
480,,,,,,10.04515,105.77925,63,Đường Phan Đăng Lưu,Phường Thới Bình,Quận Ninh Kiều,Cần Thơ,True
481,,,,,,10.04405,105.77763,54/1,Hẻm 54 Hùng Vương,Phường Thới Bình,Quận Ninh Kiều,Cần Thơ,True
482,,,,,,10.03308,105.75544,400,Đường Nguyễn Văn Cừ Nối Dài,Phường An Khánh,Quận Ninh Kiều,Cần Thơ,True
483,,,,,,10.04845,105.77032,189,Đường Nguyễn Văn Cừ,Phường An Hòa,Quận Ninh Kiều,Cần Thơ,True
484,,,,,,10.04481,105.76459,,Đường Mậu Thân,Phường An Hòa,Quận Ninh Kiều,Cần Thơ,True
485,,,,,,10.0472,105.7639,15,Đường Võ Trường Toản,Phường An Hòa,Quận Ninh Kiều,Cần Thơ,True
486,,,,,,10.04733,105.76708,14,Đường Võ Trường Toản,Phường An Hòa,Quận Ninh Kiều,Cần Thơ,True
487,,,,,,10.02906,105.7506,137,Đường Nguyễn Văn Cừ,Phường An Khánh,Quận Ninh Kiều,Cần Thơ,True
488,,,,,,10.04574,105.7676,327,Đường Nguyễn Văn Cừ,Phường An Hòa,Quận Ninh Kiều,Cần Thơ,True
491,,,,,,10.02241,105.75533,162,Đường Nguyễn Hiền,Phường An Khánh,Quận Ninh Kiều,Cần Thơ,True
492,,,,,,10.03797,105.75927,,Đường Nguyễn Văn Cừ Nối Dài,Phường An Khánh,Quận Ninh Kiều,Cần Thơ,True
493,,,,,,10.01839,105.75735,,Hẻm 112 Ba Tháng Hai,Phường Hưng Lợi,Quận Ninh Kiều,Cần Thơ,True
494,,,,,,10.0383,105.76405,132B/5,Đường Nguyễn Văn Cừ,Phường An Khánh,Quận Ninh Kiều,Cần Thơ,True
495,,,,,,10.02585,105.77373,,Hẻm 15 Đường Trần Khánh Dư,Phường Xuân Khánh,Quận Ninh Kiều,Cần Thơ,True
500,,,,,,10.03592,105.75738,,,Phường An Khánh,Quận Ninh Kiều,Cần Thơ,True
501,,,,,,10.0374,105.76,,Đường Số 2,Phường An Khánh,Quận Ninh Kiều,Cần Thơ,True
502,,,,,,10.02947,105.75122,306,Đường Nguyễn Văn Cừ,Phường An Khánh,Quận Ninh Kiều,Cần Thơ,True
503,,,,,,10.03381,105.74695,,Khu Dân Cư Hàng Bàng,Phường An Khánh,Quận Ninh Kiều,Cần Thơ,True
504,,,,,,10.02542,105.75883,333,Quốc Lộ 91B,Phường An Khánh,Quận Ninh Kiều,Cần Thơ,True
505,,,,,,10.03592,105.75738,,,Phường An Khánh,Quận Ninh Kiều,Cần Thơ,True
506,,,,,,10.03592,105.75738,,,Phường An Khánh,Quận Ninh Kiều,Cần Thơ,True
507,,,,,,10.0305,105.75224,,Đường Nguyễn Văn Cừ Nối Dài,Phường An Khánh,Quận Ninh Kiều,Cần Thơ,True
508,,,,,,10.03334,105.78394,40,Đường Hòa Bình,Phường An Cư,Quận Ninh Kiều,Cần Thơ,True
509,,,,,,10.01951,105.73822,44,Đường Số 38,Phường Long Tuyền,Quận Bình Thủy,Cần Thơ,True
510,,,,,,10.02049,105.7415,,Đường Nguyễn Văn Cừ Nối Dài,Phường An Bình,Quận Ninh Kiều,Cần Thơ,True
511,,,,,,10.01044,105.75118,90,Quốc Lộ 1A,Phường An Bình,Quận Ninh Kiều,Cần Thơ,True
512,,,,,,10.01143,105.76938,117,Đường Tầm Vu,Phường Hưng Lợi,Quận Ninh Kiều,Cần Thơ,True
513,,,,,,9.99373,105.74885,,Đường Phạm Hùng,Phường Lê Bình,Quận Cái Răng,Cần Thơ,True
515,,,,,,10.01679,105.76107,107,Đường 3 Tháng 2,Phường Hưng Lợi,Quận Ninh Kiều,Cần Thơ,True
521,,,,,,,,,,,,,True
524,,,,,,10.01695,105.76152,1,Đường 3 Tháng 2,Phường Hưng Lợi,Quận Ninh Kiều,Cần Thơ,True
525,,,,,,10.02226,105.7663,,Hẻm 235 Nguyễn Văn Linh,Phường Hưng Lợi,Quận Ninh Kiều,Cần Thơ,True
526,,,,,,10.01111,105.76393,14,Hẻm 49 Trần Hoàng Na,Phường Hưng Lợi,Quận Ninh Kiều,Cần Thơ,True
527,,,,,,10.01841,105.7621,132,Đường 3 Tháng 2,Phường Hưng Lợi,Quận Ninh Kiều,Cần Thơ,True
528,,,,,,10.01403,105.76297,151,Đường Trần Hoàng Na,Phường Hưng Lợi,Quận Ninh Kiều,Cần Thơ,True
529,,,,,,10.0129,105.7603,688,Đường 30 Tháng 4,Phường Hưng Lợi,Quận Ninh Kiều,Cần Thơ,True
530,,,,,,10.0183,105.76942,,Hẻm 391 30 Tháng 4,Phường Hưng Lợi,Quận Ninh Kiều,Cần Thơ,True
531,,,,,,,,,,,,,True
532,,,,,,10.03623,105.74517,283,Đường Nguyễn Văn Linh,Phường Long Tuyền,Quận Bình Thủy,Cần Thơ,True
533,,,,,,10.03169,105.76741,,Đường Xuân Khánh,Phường Xuân Khánh,Quận Ninh Kiều,Cần Thơ,True
534,,,,,,10.02833,105.77196,10,Đường Mạc Thiên Tích,Phường Xuân Khánh,Quận Ninh Kiều,Cần Thơ,True
535,,,,,,10.03705,105.76974,2A,Đường Nguyễn Văn Trỗi,Phường Xuân Khánh,Quận Ninh Kiều,Cần Thơ,True
536,,,,,,10.01945,105.75047,7,Hẻm Tổ 7,Phường An Bình,Quận Ninh Kiều,Cần Thơ,True
537,,,,,,10.03783,105.77266,93,Đường Nguyễn Cư Trinh,Phường An Nghiệp,Quận Ninh Kiều,Cần Thơ,True
538,,,,,,10.02677,105.77083,146,Đường Trần Văn Hoài,Phường Xuân Khánh,Quận Ninh Kiều,Cần Thơ,True
539,,,,,,10.04915,105.7852,142,Đường Trần Phú,Phường Cái Khế,Quận Ninh Kiều,Cần Thơ,True
540,,,,,,10.02664,105.77123,146T,Đường Trần Văn Hoài,Phường Xuân Khánh,Quận Ninh Kiều,Cần Thơ,True
541,,,,,,10.03694,105.78386,18,Đường Trương Định,Phường An Cư,Quận Ninh Kiều,Cần Thơ,True
542,,,,,,10.03507,105.78056,222,Đường Huỳnh Cương,Phường An Cư,Quận Ninh Kiều,Cần Thơ,True
543,,,,,,10.03278,105.78513,68,Đường Nguyễn Thái Học,Phường Tân An,Quận Ninh Kiều,Cần Thơ,True
544,,,,,,10.03737,105.78013,119,Đường Huỳnh Cương,Phường An Cư,Quận Ninh Kiều,Cần Thơ,True
546,,,,,,10.03584,105.78351,91,Đường Ngô Quyền,Phường An Cư,Quận Ninh Kiều,Cần Thơ,True
550,,,,,,10.03682,105.77308,,,Phường An Nghiệp,Quận Ninh Kiều,Cần Thơ,True
552,,,,,,10.03582,105.77846,96/4,Hẻm 96 Đường Nguyễn Thần Hiến,Phường An Cư,Quận Ninh Kiều,Cần Thơ,True
555,,,,,,10.04111,105.75477,153,Đường Nguyễn Tri Phương,Phường An Khánh,Quận Ninh Kiều,Cần Thơ,True
557,,,,,,10.02601,105.74876,57,Đường Trần Hoàng Na,Phường An Bình,Quận Ninh Kiều,Cần Thơ,True
560,,,,,,10.06681,105.75953,416A,Đường Cách Mạng Tháng Tám,Phường Bùi Hữu Nghĩa,Quận Bình Thủy,Cần Thơ,True
561,,,,,,10.03226,105.77408,,,Phường Xuân Khánh,Quận Ninh Kiều,Cần Thơ,True
562,,,,,,10.03322,105.78128,38,Đường Lý Tự Trọng,Phường An Cư,Quận Ninh Kiều,Cần Thơ,True
563,,,,,,10.03169,105.76741,,Đường Xuân Khánh,Phường Xuân Khánh,Quận Ninh Kiều,Cần Thơ,True
564,,,,,,9.99838,105.75002,313C,Quốc Lộ 1A,Phường Lê Bình,Quận Cái Răng,Cần Thơ,True
570,,,,,,10.83889,106.75293,33,Đường Số 3,Phường Trường Thọ,Thủ Đức,Hồ Chí Minh,True
574,,,,,,10.04798,105.76939,229,Đường Nguyễn Văn Cừ,Phường An Hòa,Quận Ninh Kiều,Cần Thơ,True
578,,,,,,10.0552,105.77273,,Hẻm 84 Cách Mạng Tháng 8,Phường Cái Khế,Quận Ninh Kiều,Cần Thơ,True
581,,,,,,10.03026,105.78797,2,Đường Hai Bà Trưng,Phường Tân An,Quận Ninh Kiều,Cần Thơ,True
582,,,,,,10.04498,105.78585,10,Đường Trần Đại Nghĩa,Phường Cái Khế,Quận Ninh Kiều,Cần Thơ,True
583,,,,,,10.0446,105.78684,52,Đường Lương Định Của,Phường Cái Khế,Quận Ninh Kiều,Cần Thơ,True
584,,,,,,10.03482,105.78153,81,Đường Đề Thám,Phường An Cư,Quận Ninh Kiều,Cần Thơ,True
585,,,,,,10.0403,105.79347,2A,Đường Sông Hậu,Phường Cái Khế,Quận Ninh Kiều,Cần Thơ,True
586,,,,,,10.027,105.7861,1,Đường Hai Bà Trưng,Phường Tân An,Quận Ninh Kiều,Cần Thơ,True
587,,,,,,10.0403,105.79347,2A,Đường Sông Hậu,Phường Cái Khế,Quận Ninh Kiều,Cần Thơ,True
588,,,,,,10.03707,105.78131,22/23/122,Hẻm 22/23 Mạc Đĩnh Chi,Phường An Cư,Quận Ninh Kiều,Cần Thơ,True
589,,,,,,10.04507,105.78402,51,Đường Hồ Tùng Mậu,Phường Cái Khế,Quận Ninh Kiều,Cần Thơ,True
590,,,,,,10.0463,105.78696,143,Đường Trần Văn Khéo,Phường Cái Khế,Quận Ninh Kiều,Cần Thơ,True
591,,,,,,10.04323,105.7867,89,Đường Phạm Ngọc Thạch,Phường Cái Khế,Quận Ninh Kiều,Cần Thơ,True
592,,,,,,10.04403,105.78016,4,Đường Bùi Thị Xuân,Phường Thới Bình,Quận Ninh Kiều,Cần Thơ,True
593,,,,,,10.04521,105.77919,67,Đường Phan Đăng Lưu,Phường Thới Bình,Quận Ninh Kiều,Cần Thơ,True
595,,,,,,10.04003,105.77776,155,Đường Hoàng Văn Thụ,Phường An Cư,Quận Ninh Kiều,Cần Thơ,True
596,,,,,,10.0437,105.77843,58,Hùng Vương,Phường Thới Bình,Quận Ninh Kiều,Cần Thơ,True
597,,,,,,10.04652,105.77714,,Hẻm 35 Phạm Ngũ Lão,Phường Thới Bình,Quận Ninh Kiều,Cần Thơ,True
598,,,,,,10.03897,105.77675,66A,Đường Trần Hưng Đạo,Phường An Nghiệp,Quận Ninh Kiều,Cần Thơ,True
599,,,,,,10.04851,105.77038,187,Đường Nguyễn Văn Cừ,Phường An Hòa,Quận Ninh Kiều,Cần Thơ,True
605,,,,,,10.04733,105.76708,14,Đường Võ Trường Toản,Phường An Hòa,Quận Ninh Kiều,Cần Thơ,True
612,,,,,,10.04643,105.76822,297,Đường Nguyễn Văn Cừ,Phường An Hòa,Quận Ninh Kiều,Cần Thơ,True
615,,,,,,10.0491,105.77112,161,Đường Nguyễn Văn Cừ,Phường An Hòa,Quận Ninh Kiều,Cần Thơ,True
616,,,,,,10.04635,105.76803,,Đường Nguyễn Văn Cừ,Phường An Hòa,Quận Ninh Kiều,Cần Thơ,True
617,,,,,,10.03823,105.75991,141,Đường Nguyễn Văn Cừ Nối Dài,Phường An Khánh,Quận Ninh Kiều,Cần Thơ,True
618,,,,,,10.04857,105.77039,179,Đường Nguyễn Văn Cừ,Phường An Hòa,Quận Ninh Kiều,Cần Thơ,True
619,,,,,,10.05133,105.77279,34,Đường Nguyễn Văn Cừ,Phường An Hòa,Quận Ninh Kiều,Cần Thơ,True
620,,,,,,10.03682,105.76274,388/2,Đường Nguyễn Văn Cừ,Phường An Khánh,Quận Ninh Kiều,Cần Thơ,True
621,,,,,,10.04672,105.76886,279,Đường Nguyễn Văn Cừ,Phường An Hòa,Quận Ninh Kiều,Cần Thơ,True
